"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08"
"Franklin County","NC","Raleigh","37","069",851,184950,187000,184900,180000,181100,189450,185000,184900,189700,185000,185000,175500,179900,179900,174550,179000,177990,169900,169900,167900,169000,161250,162500,166945,159900,158000,159900,159900,153700,153500,151250,159000,159950,165900,169900,159900,179950,189450,184900,175000,179900,184900,188700,191000,185000,189900,185000,189900,188450,2e+05,206000,199900,199900,195000,199900,199900,199000,179990,179999,185000,180000,184900,180100,193995,209900,215000,224900,225000,219990,219990,218750,221595,219950,223414,215000,215000,220000,219900,223590,221340,229900,235000,239900,242200,246900,249900,245000,249900,249950,240490,241490,244490,245000,245252.5,249800,250000,256695,258490,250000,258000,250000,250000,250510,249900,253990,257500,254900,254445,259900,259990,259900,253990,255000,262999,259700,261900
"Stanly County","NC","Albemarle","37","167",852,169500,168000,164900,167645,169500,164950,164900,164900,159900,159900,159900,159900,154950,150000,154900,159900,164900,164900,168000,165900,155900,149950,146500,145000,142500,139900,144500,139900,139900,139500,139250,139250,139250,139950,139900,139000,139900,145000,146000,149500,150000,155000,155950,149600,149900,149900,159000,159000,149200,149900,164900,164900,164900,164900,164900,164900,164150,153000,164900,169900,164900,162950,159250,159950,159900,159500,164900,164900,159200,164900,164900,164400,164150,159900,174500,179950,180000,180000,179900,179500,174950,171900,175400,167250,166000,169980,172900,181900,184900,189900,199500,199900,209400,215000,214400,205000,206900,199900,210400,199900,209500,213500,214900,215000,215000,209700,215000,219000,211505,222900,223150,233150,238900,235000,234900,235000
"Garfield County","OK","Enid","40","047",853,123950,124950,125000,124500,124900,124900,125000,125000,123900,119900,113900,114900,110950,117200,117700,119900,125000,125450,129900,129900,124900,124900,124900,126250,127900,124950,129900,129900,129900,134900,138900,132900,129450,121900,124900,124900,139500,141000,139950,139900,132250,139900,134900,129900,128900,130950,139500,133950,129900,125400,129900,139400,145000,142850,149900,149900,149900,159300,169900,169900,169900,165450,165900,174900,163250,167625,155000,145450,147000,144500,142000,152900,149900,149900,156500,169900,160000,162000,160000,159000,160000,158950,159900,156900,158500,159900,159900,159900,159900,159900,159900,157400,152500,149900,148750,148750,147000,142450,149000,149900,145000,146500,145000,146900,154900,154000,145800,149900,151700,151700,159900,164900,151900,155000,159900,150000
"Jackson County","GA","Jefferson","13","157",854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,194900,187900,189000,188400,184900,188950,195900,199900,205900,198900,206900,201435,204900,204900,210900,204900,203950,205436,214900,212400,209900,219000,219900,222050.5,224900,225000,225000,223490,217080.5,219700,219900,216000,215947.5,216870,217500,222500,217900,220950,224445,227837.5,230320,234000,233400,229900,236210,238910,239900,246360,249900,252900,250615,245000,244900,250900,257990,262380,255171,258035.5,259825,255954,254900,250685,259000,265082.5,268900,267900,264900,265000,264950,265000
"Oldham County","KY","Louisville/Jefferson County","21","185",855,282900,275000,274900,269000,269000,264896,259900,263888,258700,251900,250000,245975,250900,255000,259900,259975.5,269250,259926,259500,264892,259926,255000,255000,249900,250000,253000,263000,259500,270799.5,269950,264900,259900,250000,250000,250000,250000,249999,245000,257750,253250,257500,264900,264900,259000,261000,266400,264900,264250,264900,275000,276000,296750,298150,3e+05,305000,299500,299900,299000,299900,299000,282500,294500,298250,299975,291750,289900,299700,284000,279900,274850,279900,274900,275000,279900,299900,321500,339900,329900,325000,322250,319900,314900,317000,324900,334950,349000,359900,359725,354950,373950,364500,374900,369825,372450,374900,372900,369500,349950,350000,349900,350000,365000,369700,369500,374450,365000,367777.5,365000,371000,359900,369700,370000,365000,372000,375000,369000
"Jackson County","IL","Carbondale-Marion","17","077",856,117450,119000,119900,115000,115000,114900,109900,109900,105000,100250,104500,99900,99750,108900,109250,110950,116900,114900,117450,115000,117150,116000,115000,115000,112500,110000,112900,110000,115450,118500,115000,115000,115000,118000,119700,119995,109000,115500,115000,119000,119900,119000,119000,116000,119000,117500,115000,115000,114450,109950,113450,113000,112950,113000,109900,110450,105950,109450,109000,105900,109000,113950,114950,114900,116000,114900,118000,118950,117900,117950,114900,116950,111000,112000,116900,113250,115000,116450,114500,110000,105000,99900,99900,99600,99900,110000,110000,110000,107000,110000,109900,109000,109000,105000,104950,105900,109000,104900,99999.5,110000,108000,108000,109900,107500,108000,105250,102500,99999.5,99900,99900,99900,106450,1e+05,99900,99900,99900
"Georgetown County","SC","Georgetown","45","043",857,329000,326000,327000,319000,318000,309900,309900,309000,301250,299900,299900,299000,299000,294300,298250,299000,291120,275000,274170,275000,275000,274450,269900,259900,267900,265000,259000,259950,259000,259000,264000,258500,265000,264000,259900,250450,249500,249500,249999,258950,249900,253700,258000,252000,258990,256700,258995,259975,254950,250450,250000,259000,255690,255000,256950,263400,269900,274995,274900,282000,269900,275000,290557.5,295970,305000,293900,299900,298900,299000,298999,300500,3e+05,299000,293990,295950,289000,296580,293945,299000,293990,294900,293990,299000,299000,299999,299900,299900,299999.5,309000,319875,321950,319900,319900,312000,317000,309000,299900,309000,315000,318888,315000,310000,308349,320000,324900,324999,334945,328500,324900,326500,326000,327900,329000,330000,335000,336799
"Belknap County","NH","Laconia","33","001",858,279000,274900,269000,269000,269900,269900,269000,264900,259900,259900,259900,249900,242000,248000,240000,239900,240000,242800,239900,239900,239900,239900,234900,229000,223000,222000,229000,229000,229000,229000,229900,229900,229900,229900,234988.5,235000,234900,235000,239000,239000,239500,239900,239250,239000,239700,239000,239000,234900,234900,219000,219950,224450,225000,229900,235000,235000,241200,248000,234900,229000,229000,234950,234450,239000,248500,249000,245000,239900,239900,235000,239000,239900,239900,239900,239900,239900,249000,259000,259900,259900,263000,262000,264450,264450,259450,249500,249900,249949.5,249900,255000,259000,269900,269900,269900,279900,264900,249900,274700,275750,279900,289900,294750,299000,299900,294900,284900,289900,289900,289000,283500,289900,295000,299900,299900,299900,299900
"Genesee County","NY","Batavia","36","037",859,119700,119000,114400,114900,114900,119900,114950,120000,119900,119500,109900,109900,99950,114900,109900,109900,109900,108450,109900,114900,114400,114900,114400,112950,113900,107950,108500,114900,118900,114900,109900,109900,109900,102450,105500,105450,104900,109900,109900,110950,114900,109900,112900,109900,110000,109950,109900,99900,106900,105000,99000,98450,104500,109400,119900,119900,127450,123900,114900,109900,102400,94700,94900,109000,109900,109900,112900,112900,112900,104900,104900,99900,99900,99900,102900,104900,104900,114900,114900,109900,113900,109949.5,109900,108950,107950,106000,108950,109900,117000,124900,124400,119950,120000,119900,114900,114950,114350,119900,119900,114950,115292.5,120999,124900,124900,119900,119900,114900,109900,106200,107900,118000,119900,129900,129900,139900,144900
"Granville County","NC","Oxford","37","077",860,175000,175000,184900,179900,179900,179900,176700,177495,179900,179700,174900,174500,177990,178500,176900,172500,176400,178499.5,176400,174900,175000,175000,174900,169950,169900,169900,173000,175000,174900,174500,174500,174200,167750,165000,165000,165000,165000,169900,168950,174500,175000,174900,169900,169900,169900,165000,168987,164900,162000,169900,167500,169443.5,174500,179250,182000,184000,177480,176290,186250,183000,179425.5,179000,180490,184900,189900,189700,187000,179450,175000,189000,189000,189900,190000,189950,189900,212000,196249.5,219000,209200,231000,231000,225000,231000,235000,229900,227900,224700,222000,224500,225000,229900,224950,229900,236500,239560,238950,239900,254950,247450,249400,229900,234899,234899,225000,235000,239900,243200,245000,258000,255000,259900,264950,265000,269475,274505,272490
"Lowndes County","MS","Columbus","28","087",861,169000,163900,163950,164950,169000,164250,159950,159900,162500,159900,159900,149900,157950,155000,152900,154900,153400,150000,149900,149900,149900,151900,154950,149900,149900,155000,155000,156900,150800,149900,146900,149000,144900,147700,149500,146750,149000,149900,149900,150000,149900,149900,149500,145000,143900,139900,139000,134900,129900,130000,134900,134949.5,134999,129900,132750,129900,129900,134900,142500,142000,139900,130000,135000,139900,138125,145900,139900,148300,148400,149900,145500,139900,135900,139900,152000,149900,151200,154900,149900,149900,146000,147700,147000,139900,135900,141200,139900,142900,147000,147000,139900,135000,149900,144500,144250,143250,135000,142500,141500,149900,159000,154900,164900,169900,167900,159900,159250,159000,159000,159900,169900,170700,171900,174900,178000,179900
"Warrick County","IN","Evansville","18","173",862,153333,160950,164900,164900,163450,156900,153730,149900,154230,151500,157950,152900,154000,155800,159900,157900,159900,164900,159900,154900,149900,149900,149950,157200,159500,159900,163350,165500,162250,159900,154900,157767,159500,157977,155000,149900,147250,145000,148900,148900,149900,154950,158000,158000,164950,163800,154500,149950,154900,154900,164900,169900,169900,176500,186000,179000,185500,179950,179900,179138.5,167500,174950,184900,184900,179999.5,177500,179500,178888.5,175000,171250,169900,169450,165000,168000,169900,179945,189900,192450,182057,187500,183750,189758,187500,184000,179900,179900,184900,189900,189900,189000,200450,215000,229900,234900,240000,232900,229900,229900,229900,229727.5,229950,229450,229900,228500,230000,228000,227000,228950,229500,234900,243900,240700,240600,230000,232650,218900
"Huron County","OH","Norwalk","39","077",863,108700,114900,107500,112000,109900,106400,99900,98000,98000,104200,109450,97000,91950,86900,89900,99900,99900,104900,109900,109400,109900,106900,108000,109400,108450,109900,99900,104900,105000,108750,108000,104900,106000,99900,99000,92250,97500,89900,93000,96750,99900,99900,99000,99900,97250,99900,99950,99900,97000,99900,102000,104950,1e+05,1e+05,99450,108450,109000,105000,99500,99700,99900,108450,110000,109900,115000,118950,116900,110000,109900,114900,1e+05,99900,97900,89900,92250,99900,99700,99700,99900,99900,102000,102000,99950,104802,100750,96500,99950,99900,109900,118450,119900,119900,119900,119900,119900,114950,118900,115104.5,119900,124000,124450,124900,125000,129900,120000,116750,117450,119900,120000,114900,119900,123200,128822,121900,121400,125950
"Washington County","VT","Barre","50","023",864,225000,224900,229950,234000,230000,229900,228000,225000,223950,225000,225000,225000,225000,221500,219900,219450,216000,219000,220000,219000,223819,225000,220000,215000,215000,215000,221000,220000,224950,225000,224000,220000,218900,216950,214950,214900,214550,210000,199900,215000,225000,220000,225000,225000,217950,209900,216950,210000,210000,210000,224850,225000,234900,229500,225000,220000,223000,222000,219000,214800,219900,219950,214800,225000,229000,229000,225000,225000,219900,219000,225000,225000,227000,227000,227000,238900,235000,230000,220000,219950,225000,225000,224900,224900,224900,224900,225000,221824,233000,245000,245000,247000,245000,239000,239500,250000,260000,269900,267000,260000,260000,275000,269000,269250,264987,259450,274900,269000,284000,275000,267450,270000,275000,279000,285000,285000
"Lenoir County","NC","Kinston","37","107",865,125333,124900,125616.5,119900,120000,124900,120000,119900,122900,119450,119900,118000,118900,115000,118950,114900,117000,119900,124900,118900,115450,114900,114900,113950,119900,119900,124900,119000,118250,119900,119900,124945,115450,114900,113000,110000,110000,114900,113000,113500,114900,115000,118900,118900,119450,119900,118900,114700,110000,99999,99000,99000,105000,104250,107950,109000,107400,119900,119900,119900,119900,112250,110000,110000,113900,119000,116900,114900,110900,115000,113000,114900,114000,114500,114500,119250,119900,119900,119000,115950,115000,115000,114900,114900,113500,114000,114900,124900,124900,116000,118900,118000,118000,114900,112000,114900,114900,114900,114950,113450,115000,113000,114000,115000,115000,115000,119000,115000,112900,109500,118950,116450,117500,114450,117500,112000
"Barry County","MI","Grand Rapids-Wyoming","26","015",866,139950,142000,149900,149900,149900,149900,149900,149500,145000,139900,139900,134950,129900,134900,135000,135000,139900,139900,139900,145270,142375,135000,139900,129900,129900,129900,139900,145585,144000,139900,144500,139900,139000,134900,134900,131900,131900,135450,139900,144900,150000,159900,159900,152950,159900,159900,149900,149900,149900,151450,154900,154900,164900,159900,159900,159900,159000,154900,156000,155450,153900,154450,159900,159900,169900,169900,169900,169900,169900,159900,150000,149725,149900,157900,163900,169900,174000,172750,179900,179950,187900,188950,175500,191395,185900,187905,198500,207900,208900,214984.5,217900,209250,199900,199900,214500,212000,214900,216900,225450,238950,232500,233400,229000,227700,229450,230450,219900,224950,218950,223000,224900,224900,229900,219900,224900,229000
"Wise County","TX","Dallas-Fort Worth-Arlington","48","497",867,175000,177000,180450,179000,179500,177500,172500,175000,179000,184470,185000,185500,185000,184695,187245,195000,194950,189700,194000,194900,185000,187500,175000,169000,169900,173000,169000,165000,169250,170000,159500,159500,159500,155000,156500,160000,154900,159995,159945,158475,164900,166500,170400,174450,166500,160000,159000,155900,159700,161890,169700,176000,185000,179000,185000,189900,189900,189500,189945,189900,199000,199000,199900,205500,209900,212450,211950,215000,219000,220000,215000,208990,205950,208990,199900,230000,245000,239900,265000,275000,284900,288500,296750,288000,279950,265000,269450,278450,274900,273000,274950,283000,283000,285000,289450,299900,299900,297195,282500,284668.5,279382.5,283000,285000,289000,280000,285000,285000,282500,289249.5,296750,299744,317256,324000,329900,332700,332700
"Haywood County","NC","Asheville","37","087",868,249900,249900,249000,245000,245000,245000,248750,247000,249900,240000,244900,237000,231500,229750,229000,229000,229000,225000,225000,228900,225000,224900,219000,215000,220000,215000,219000,210000,215000,215000,214900,207000,209000,199900,2e+05,2e+05,2e+05,204900,216000,219000,224500,225000,224000,219000,215000,215000,215000,214900,199999.5,209950,214700,214900,219900,215000,218450,219900,219900,214700,210000,208500,199500,199000,194950,199000,199500,209000,214450,215000,216000,219000,225000,220900,225450,225000,225000,229900,234000,235000,239900,240000,239900,239000,236500,235000,239700,239500,239900,249900,265000,260000,259000,264950,259000,254000,265000,259900,259000,259500,250000,250000,255000,259000,269000,274900,275000,279000,279000,279250,269700,267000,259900,266750,269500,279900,278390,275000
